unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1.67442E+12,1/22/2023 21:00,BTC/USD,22451,22642,22320,22593,3142448.511,139.0894751
1.67442E+12,1/22/2023 20:00,BTC/USD,22717,22719,22310,22454,6424823.625,286.1326991
1.67441E+12,1/22/2023 19:00,BTC/USD,22845,22851,22691,22715,732877.9998,32.26405458
1.67441E+12,1/22/2023 18:00,BTC/USD,22930,22936,22829,22845,851207.6091,37.26012734
1.67441E+12,1/22/2023 17:00,BTC/USD,22816,22955,22784,22929,2372395.938,103.4670477
1.6744E+12,1/22/2023 16:00,BTC/USD,22791,22855,22696,22810,760995.5548,33.3623654
1.6744E+12,1/22/2023 15:00,BTC/USD,23003,23072,22639,22791,2802791.631,122.9780015
1.6744E+12,1/22/2023 14:00,BTC/USD,22900,23030,22874,22998,1267506.14,55.1137551
1.67439E+12,1/22/2023 13:00,BTC/USD,22858,22929,22846,22899,1702408.012,74.34420769
1.67439E+12,1/22/2023 12:00,BTC/USD,22769,22853,22697,22853,848616.2722,37.13369239
1.67439E+12,1/22/2023 11:00,BTC/USD,22870,22877,22734,22768,1785163.142,78.40667348
1.67438E+12,1/22/2023 10:00,BTC/USD,22855,22896,22843,22870,1051943.797,45.99666799
1.67438E+12,1/22/2023 9:00,BTC/USD,22897,22926,22844,22857,574385.3772,25.12951731
1.67437E+12,1/22/2023 8:00,BTC/USD,22895,22910,22813,22897,471672.6168,20.59975616
1.67437E+12,1/22/2023 7:00,BTC/USD,22922,22957,22878,22896,1050205.33,45.86850672
1.67437E+12,1/22/2023 6:00,BTC/USD,22877,22968,22871,22923,973969.8409,42.4887598
1.67436E+12,1/22/2023 5:00,BTC/USD,22841,22887,22841,22879,585831.0498,25.60562305
1.67436E+12,1/22/2023 4:00,BTC/USD,22746,22863,22722,22841,1185736.454,51.91263314
1.67436E+12,1/22/2023 3:00,BTC/USD,22706,22764,22668,22746,764400.1772,33.60591652
1.67435E+12,1/22/2023 2:00,BTC/USD,22799,22824,22579,22702,1907598.413,84.02776904
1.67435E+12,1/22/2023 1:00,BTC/USD,22862,22882,22690,22801,872220.303,38.25359866
1.67435E+12,1/22/2023 0:00,BTC/USD,22775,22971,22714,22870,1013704.247,44.32462821
1.67434E+12,1/21/2023 23:00,BTC/USD,22753,22955,22684,22775,3239738.701,142.2497783
1.67434E+12,1/21/2023 22:00,BTC/USD,23200,23201,22753,22754,2946232.623,129.4819646
1.67433E+12,1/21/2023 21:00,BTC/USD,23091,23211,22988,23193,1307736.448,56.38496305
1.67433E+12,1/21/2023 20:00,BTC/USD,23282,23287,23073,23101,1521749.703,65.87375886
1.67433E+12,1/21/2023 19:00,BTC/USD,23250,23297,23172,23267,1205280.346,51.80213803
1.67432E+12,1/21/2023 18:00,BTC/USD,23226,23259,23055,23245,1631442.73,70.18467325
1.67432E+12,1/21/2023 17:00,BTC/USD,23195,23353,23134,23222,5250785.693,226.1125524
1.67432E+12,1/21/2023 16:00,BTC/USD,22983,23260,22970,23196,2332119.913,100.5397445
1.67431E+12,1/21/2023 15:00,BTC/USD,22953,23283,22940,22991,4751022.764,206.647069
1.67431E+12,1/21/2023 14:00,BTC/USD,22920,23000,22867,22953,1367900.37,59.59571165
1.67431E+12,1/21/2023 13:00,BTC/USD,23043,23043,22850,22912,2619285.888,114.3193911
1.6743E+12,1/21/2023 12:00,BTC/USD,22894,23064,22880,23033,2866143.697,124.4364042
1.6743E+12,1/21/2023 11:00,BTC/USD,22761,22937,22651,22898,1676082.88,73.19778498
1.6743E+12,1/21/2023 10:00,BTC/USD,23015,23300,22596,22762,18558149.49,815.3127796
1.67429E+12,1/21/2023 9:00,BTC/USD,22696,23055,22688,23015,10369500.45,450.5540059
1.67429E+12,1/21/2023 8:00,BTC/USD,22629,22761,22624,22702,1583454.476,69.74955844
1.67428E+12,1/21/2023 7:00,BTC/USD,22604,22660,22591,22629,1541113.542,68.10347527
1.67428E+12,1/21/2023 6:00,BTC/USD,22560,22609,22546,22604,1643808.79,72.72203105
1.67428E+12,1/21/2023 5:00,BTC/USD,22580,22606,22554,22561,1421764.518,63.0186835
1.67427E+12,1/21/2023 4:00,BTC/USD,22536,22631,22512,22580,3314726.95,146.7992449
1.67427E+12,1/21/2023 3:00,BTC/USD,22544,22561,22498,22536,3326729.996,147.6184769
1.67427E+12,1/21/2023 2:00,BTC/USD,22560,22610,22505,22545,1997973.316,88.6215709
1.67426E+12,1/21/2023 1:00,BTC/USD,22571,22612,22551,22557,1292304.063,57.29059993
1.67426E+12,1/21/2023 0:00,BTC/USD,22670,22791,22427,22570,4509646.953,199.8071313
1.67426E+12,1/20/2023 23:00,BTC/USD,22592,22743,22582,22670,2610301.303,115.1434187
1.67425E+12,1/20/2023 22:00,BTC/USD,22315,22743,22313,22584,7386973.055,327.0887821
1.67425E+12,1/20/2023 21:00,BTC/USD,22295,22450,22210,22313,5299117.784,237.490153
1.67424E+12,1/20/2023 20:00,BTC/USD,21504,22398,21504,22295,24154546.88,1083.406454
1.67424E+12,1/20/2023 19:00,BTC/USD,21388,21525,21361,21502,2411206.446,112.1387055
1.67424E+12,1/20/2023 18:00,BTC/USD,21369,21437,21305,21387,1076365.76,50.32803851
1.67423E+12,1/20/2023 17:00,BTC/USD,21316,21412,21295,21369,1927735.898,90.21179735
1.67423E+12,1/20/2023 16:00,BTC/USD,21144,21424,21144,21317,5234889.411,245.5734583
1.67423E+12,1/20/2023 15:00,BTC/USD,21157,21240,21098,21142,2425809.411,114.7388805
1.67422E+12,1/20/2023 14:00,BTC/USD,21061,21163,21025,21148,1468962.656,69.46106752
1.67422E+12,1/20/2023 13:00,BTC/USD,21093,21142,21054,21068,534053.4858,25.34903578
1.67422E+12,1/20/2023 12:00,BTC/USD,20968,21119,20964,21095,1102374.38,52.25761458
1.67421E+12,1/20/2023 11:00,BTC/USD,20962,20980,20942,20969,188064.4382,8.96868893
1.67421E+12,1/20/2023 10:00,BTC/USD,20964,20968,20925,20963,505968.0748,24.13624361
1.67421E+12,1/20/2023 9:00,BTC/USD,20947,20990,20918,20963,498541.2526,23.7819612
1.6742E+12,1/20/2023 8:00,BTC/USD,20960,20975,20909,20945,530126.2865,25.31039802
1.6742E+12,1/20/2023 7:00,BTC/USD,20939,20985,20856,20959,1256091.79,59.9309027
1.67419E+12,1/20/2023 6:00,BTC/USD,20986,20995,20932,20938,343188.8355,16.39071714
1.67419E+12,1/20/2023 5:00,BTC/USD,20995,21034,20962,20987,594765.0365,28.33968821
1.67419E+12,1/20/2023 4:00,BTC/USD,21094,21123,20979,20995,543677.7636,25.89558293
1.67418E+12,1/20/2023 3:00,BTC/USD,21094,21113,21069,21088,238531.1056,11.31122466
1.67418E+12,1/20/2023 2:00,BTC/USD,21118,21215,21093,21094,2551662.436,120.966267
1.67418E+12,1/20/2023 1:00,BTC/USD,21056,21146,21015,21122,178006.3117,8.42753109
1.67417E+12,1/20/2023 0:00,BTC/USD,21080,21120,21038,21057,174220.6437,8.27376377
1.67417E+12,1/19/2023 23:00,BTC/USD,21075,21122,21023,21080,431348.8668,20.46246996
1.67417E+12,1/19/2023 22:00,BTC/USD,20937,21084,20932,21076,736213.5969,34.93137203
1.67416E+12,1/19/2023 21:00,BTC/USD,21100,21109,20924,20925,1314522.675,62.82067741
1.67416E+12,1/19/2023 20:00,BTC/USD,21097,21187,21041,21100,2428898.61,115.1136782
1.67415E+12,1/19/2023 19:00,BTC/USD,20982,21134,20952,21099,1297261.91,61.48452105
1.67415E+12,1/19/2023 18:00,BTC/USD,20837,21014,20837,20982,729863.9189,34.78524063
1.67415E+12,1/19/2023 17:00,BTC/USD,20877,20938,20796,20837,827578.4269,39.71677434
1.67414E+12,1/19/2023 16:00,BTC/USD,20880,20920,20838,20878,480391.5541,23.00946231
1.67414E+12,1/19/2023 15:00,BTC/USD,20807,20952,20800,20879,2145221.09,102.7453944
1.67414E+12,1/19/2023 14:00,BTC/USD,20793,20888,20737,20810,972647.7083,46.73943817
1.67413E+12,1/19/2023 13:00,BTC/USD,20736,20811,20672,20793,943874.3476,45.39385118
1.67413E+12,1/19/2023 12:00,BTC/USD,20748,20774,20694,20739,749434.7086,36.13649205
1.67413E+12,1/19/2023 11:00,BTC/USD,20794,20795,20718,20749,715517.2188,34.48441943
1.67412E+12,1/19/2023 10:00,BTC/USD,20801,20806,20759,20789,665121.1208,31.99389681
1.67412E+12,1/19/2023 9:00,BTC/USD,20777,20806,20742,20801,810547.0849,38.96673645
1.67412E+12,1/19/2023 8:00,BTC/USD,20822,20842,20770,20778,309198.7968,14.88106636
1.67411E+12,1/19/2023 7:00,BTC/USD,20840,20848,20814,20816,291804.3227,14.01827069
1.67411E+12,1/19/2023 6:00,BTC/USD,20819,20862,20811,20840,205479.0072,9.8598372
1.6741E+12,1/19/2023 5:00,BTC/USD,20818,20849,20808,20819,173202.7349,8.31945506
1.6741E+12,1/19/2023 4:00,BTC/USD,20755,20872,20753,20818,385526.2216,18.51888854
1.6741E+12,1/19/2023 3:00,BTC/USD,20763,20816,20755,20755,615278.5488,29.64483492
1.67409E+12,1/19/2023 2:00,BTC/USD,20718,20776,20670,20763,412558.67,19.86989693
1.67409E+12,1/19/2023 1:00,BTC/USD,20697,20771,20685,20716,440525.7823,21.26500204
1.67409E+12,1/19/2023 0:00,BTC/USD,20675,20759,20670,20698,748997.056,36.18692898
1.67408E+12,1/18/2023 23:00,BTC/USD,20807,20819,20653,20684,1446710.771,69.94347182
1.67408E+12,1/18/2023 22:00,BTC/USD,20786,20809,20633,20807,1994847.743,95.87387623
1.67408E+12,1/18/2023 21:00,BTC/USD,20729,20838,20729,20786,909774.5889,43.76862258
1.67407E+12,1/18/2023 20:00,BTC/USD,20901,20935,20671,20728,3343390.542,161.2982701
1.67407E+12,1/18/2023 19:00,BTC/USD,20940,20974,20891,20902,1812327.132,86.70591962
1.67406E+12,1/18/2023 18:00,BTC/USD,20880,21055,20849,20940,2392896.419,114.2739455
1.67406E+12,1/18/2023 17:00,BTC/USD,20856,21141,20763,20879,10978997.09,525.8392208
1.67406E+12,1/18/2023 16:00,BTC/USD,21037,21037,20408,20852,14407991.93,690.9645086
1.67405E+12,1/18/2023 15:00,BTC/USD,21434,21562,20845,21036,8117536.25,385.8878232
1.67405E+12,1/18/2023 14:00,BTC/USD,21418,21639,21322,21433,7274640.524,339.4130791
1.67405E+12,1/18/2023 13:00,BTC/USD,21267,21460,21212,21419,4979193.023,232.466176
1.67404E+12,1/18/2023 12:00,BTC/USD,21207,21290,21206,21264,776012.9559,36.4942135
1.67404E+12,1/18/2023 11:00,BTC/USD,21182,21234,21180,21208,551293.4637,25.99459938
1.67404E+12,1/18/2023 10:00,BTC/USD,21230,21251,21172,21182,525229.2658,24.79601859
1.67403E+12,1/18/2023 9:00,BTC/USD,21247,21282,21174,21236,1162767.957,54.75456567
1.67403E+12,1/18/2023 8:00,BTC/USD,21307,21317,21220,21247,444909.6308,20.93988002
1.67403E+12,1/18/2023 7:00,BTC/USD,21264,21309,21252,21306,605203.3883,28.40530312
1.67402E+12,1/18/2023 6:00,BTC/USD,21320,21320,21256,21260,349917.6435,16.45896724
1.67402E+12,1/18/2023 5:00,BTC/USD,21287,21321,21264,21319,657898.7043,30.85973565
1.67401E+12,1/18/2023 4:00,BTC/USD,21275,21301,21242,21287,503449.3573,23.65055467
1.67401E+12,1/18/2023 3:00,BTC/USD,21303,21379,21275,21275,834715.3621,39.23456461
1.67401E+12,1/18/2023 2:00,BTC/USD,21244,21359,21166,21296,958777.0914,45.02146372
1.674E+12,1/18/2023 1:00,BTC/USD,21211,21263,21187,21244,1205648.231,56.75241157
1.674E+12,1/18/2023 0:00,BTC/USD,21136,21234,21115,21208,811823.8455,38.27913266
1.674E+12,1/17/2023 23:00,BTC/USD,21234,21271,21128,21136,832789.17,39.40145581
1.67399E+12,1/17/2023 22:00,BTC/USD,21319,21343,21210,21235,1065331.459,50.16865828
1.67399E+12,1/17/2023 21:00,BTC/USD,21391,21403,21286,21316,1509963.791,70.83710783
1.67399E+12,1/17/2023 20:00,BTC/USD,21343,21404,21271,21385,1663649.527,77.79516141
1.67398E+12,1/17/2023 19:00,BTC/USD,21357,21392,21287,21342,3674472.194,172.1709397
1.67398E+12,1/17/2023 18:00,BTC/USD,21228,21413,21200,21356,2767965.527,129.6106727
1.67397E+12,1/17/2023 17:00,BTC/USD,21166,21244,21088,21234,903648.1906,42.5566634
1.67397E+12,1/17/2023 16:00,BTC/USD,21188,21241,21090,21168,2225437.357,105.1321503
1.67397E+12,1/17/2023 15:00,BTC/USD,21294,21392,21011,21189,3772611.006,178.0457316
1.67396E+12,1/17/2023 14:00,BTC/USD,21235,21586,21066,21295,13274811.37,623.3769133
1.67396E+12,1/17/2023 13:00,BTC/USD,21269,21275,21190,21235,889512.7343,41.88899149
1.67396E+12,1/17/2023 12:00,BTC/USD,21233,21352,21202,21269,1339462.662,62.97722797
1.67395E+12,1/17/2023 11:00,BTC/USD,21138,21237,21114,21230,620133.992,29.21026811
1.67395E+12,1/17/2023 10:00,BTC/USD,21181,21181,21090,21138,638295.2875,30.19657903
1.67395E+12,1/17/2023 9:00,BTC/USD,21207,21248,21156,21179,528401.4164,24.94930905
1.67394E+12,1/17/2023 8:00,BTC/USD,21138,21212,21137,21207,836787.5723,39.45808329
1.67394E+12,1/17/2023 7:00,BTC/USD,21081,21176,21071,21138,712482.3878,33.70623464
1.67394E+12,1/17/2023 6:00,BTC/USD,21156,21159,21076,21079,704530.22,33.42332274
1.67393E+12,1/17/2023 5:00,BTC/USD,21167,21189,21143,21157,468833.283,22.15972411
1.67393E+12,1/17/2023 4:00,BTC/USD,21129,21236,21120,21165,644764.0901,30.46369431
1.67392E+12,1/17/2023 3:00,BTC/USD,21108,21174,21075,21130,269405.9106,12.74992478
1.67392E+12,1/17/2023 2:00,BTC/USD,21052,21107,21001,21107,440140.9872,20.85284442
1.67392E+12,1/17/2023 1:00,BTC/USD,21112,21149,20853,21052,2464926.011,117.0874982
1.67391E+12,1/17/2023 0:00,BTC/USD,21198,21310,21080,21113,1471922.952,69.71642836
1.67391E+12,1/16/2023 23:00,BTC/USD,21200,21235,21121,21197,1014921.035,47.88040924
1.67391E+12,1/16/2023 22:00,BTC/USD,21149,21238,21146,21201,1122607.043,52.95066472
1.6739E+12,1/16/2023 21:00,BTC/USD,21303,21307,21076,21149,2322553.314,109.8185879
1.6739E+12,1/16/2023 20:00,BTC/USD,21324,21469,21236,21302,7270906.392,341.3250583
1.6739E+12,1/16/2023 19:00,BTC/USD,21286,21405,21239,21324,5468775.236,256.4610409
1.67389E+12,1/16/2023 18:00,BTC/USD,21116,21305,21073,21281,2910586.234,136.7692418
1.67389E+12,1/16/2023 17:00,BTC/USD,21014,21171,20999,21117,2913062.741,137.948702
1.67388E+12,1/16/2023 16:00,BTC/USD,21003,21056,20934,21014,4621747.861,219.9366071
1.67388E+12,1/16/2023 15:00,BTC/USD,20870,21052,20639,21002,6341647.617,301.9544623
1.67388E+12,1/16/2023 14:00,BTC/USD,20839,20900,20771,20871,602516.0061,28.86857391
1.67387E+12,1/16/2023 13:00,BTC/USD,20805,20883,20793,20837,707805.3768,33.9686796
1.67387E+12,1/16/2023 12:00,BTC/USD,20839,20882,20802,20804,936213.2019,45.00159594
1.67387E+12,1/16/2023 11:00,BTC/USD,20866,20885,20801,20840,1020268.656,48.95722916
1.67386E+12,1/16/2023 10:00,BTC/USD,20845,20919,20823,20864,499485.811,23.94007913
1.67386E+12,1/16/2023 9:00,BTC/USD,20764,20844,20737,20844,1631778.752,78.28529804
1.67386E+12,1/16/2023 8:00,BTC/USD,21126,21126,20674,20764,8563239.374,412.4079837
1.67385E+12,1/16/2023 7:00,BTC/USD,21168,21170,21094,21125,1387415.544,65.67647546
1.67385E+12,1/16/2023 6:00,BTC/USD,21207,21269,21136,21167,1669555.668,78.87540361
1.67385E+12,1/16/2023 5:00,BTC/USD,21161,21223,21141,21216,1893210.867,89.2350522
1.67384E+12,1/16/2023 4:00,BTC/USD,21088,21172,21061,21162,1085757.201,51.30692754
1.67384E+12,1/16/2023 3:00,BTC/USD,21220,21232,21048,21092,2044789.925,96.946232
1.67383E+12,1/16/2023 2:00,BTC/USD,21190,21445,21131,21219,4865243.787,229.2871383
1.67383E+12,1/16/2023 1:00,BTC/USD,20978,21315,20930,21192,6652033.868,313.8936329
1.67383E+12,1/16/2023 0:00,BTC/USD,20882,21003,20781,20978,970463.3463,46.26100421
1.67382E+12,1/15/2023 23:00,BTC/USD,20922,20937,20852,20882,293050.8177,14.03365663
1.67382E+12,1/15/2023 22:00,BTC/USD,20906,20960,20756,20923,1812397.806,86.62227243
1.67382E+12,1/15/2023 21:00,BTC/USD,20916,20934,20878,20907,694268.5581,33.20746918
1.67381E+12,1/15/2023 20:00,BTC/USD,20873,20934,20852,20914,400984.0053,19.17299442
1.67381E+12,1/15/2023 19:00,BTC/USD,20821,20901,20788,20872,1092245.386,52.33065283
1.67381E+12,1/15/2023 18:00,BTC/USD,20926,20928,20671,20821,2386903.442,114.6392317
1.6738E+12,1/15/2023 17:00,BTC/USD,20878,21055,20877,20928,1834377.074,87.65180974
1.6738E+12,1/15/2023 16:00,BTC/USD,20932,20963,20862,20877,1906459.277,91.3186414
1.67379E+12,1/15/2023 15:00,BTC/USD,20799,21005,20798,20925,3893978.61,186.0921677
1.67379E+12,1/15/2023 14:00,BTC/USD,20714,20822,20697,20796,933551.4569,44.89091445
1.67379E+12,1/15/2023 13:00,BTC/USD,20703,20845,20698,20711,2362926.675,114.0904193
1.67378E+12,1/15/2023 12:00,BTC/USD,20730,20745,20671,20702,1120063.682,54.10412916
1.67378E+12,1/15/2023 11:00,BTC/USD,20744,20749,20675,20728,909776.2323,43.89117292
1.67378E+12,1/15/2023 10:00,BTC/USD,20760,20768,20704,20745,386282.877,18.62052914
1.67377E+12,1/15/2023 9:00,BTC/USD,20627,20760,20577,20748,1868332.843,90.04881643
1.67377E+12,1/15/2023 8:00,BTC/USD,20741,20757,20602,20621,897798.5687,43.53807132
1.67377E+12,1/15/2023 7:00,BTC/USD,20727,20744,20679,20744,310562.462,14.97119466
1.67376E+12,1/15/2023 6:00,BTC/USD,20756,20800,20713,20727,1224392.622,59.07235112
1.67376E+12,1/15/2023 5:00,BTC/USD,20708,20791,20691,20755,498744.6585,24.03009677
1.67376E+12,1/15/2023 4:00,BTC/USD,20730,20764,20693,20708,592260.9229,28.60058542
1.67375E+12,1/15/2023 3:00,BTC/USD,20681,20750,20566,20730,2255039.562,108.781455
1.67375E+12,1/15/2023 2:00,BTC/USD,20780,20826,20677,20678,457665.1992,22.13295286
1.67374E+12,1/15/2023 1:00,BTC/USD,20772,20789,20657,20782,1105637.077,53.2016686
1.67374E+12,1/15/2023 0:00,BTC/USD,20964,21012,20633,20772,2842132.571,136.8251768
1.67374E+12,1/14/2023 23:00,BTC/USD,20998,21086,20955,20966,1447547.433,69.04261343
1.67373E+12,1/14/2023 22:00,BTC/USD,20909,21029,20880,21000,1525802.715,72.65727216
1.67373E+12,1/14/2023 21:00,BTC/USD,20883,20957,20839,20907,2535534.489,121.2768206
1.67373E+12,1/14/2023 20:00,BTC/USD,20793,20912,20768,20886,1607386.758,76.9600095
1.67372E+12,1/14/2023 19:00,BTC/USD,20759,20871,20727,20794,3335202.608,160.3925463
1.67372E+12,1/14/2023 18:00,BTC/USD,20757,20795,20665,20762,2922219.486,140.7484581
1.67372E+12,1/14/2023 17:00,BTC/USD,20806,20910,20732,20760,6374637.124,307.0634453
1.67371E+12,1/14/2023 16:00,BTC/USD,20793,20865,20762,20806,2704963.879,130.0088378
1.67371E+12,1/14/2023 15:00,BTC/USD,20831,20887,20653,20797,5339511.168,256.7442981
1.6737E+12,1/14/2023 14:00,BTC/USD,20935,21221,20584,20830,12691272.73,609.2785758
1.6737E+12,1/14/2023 13:00,BTC/USD,20914,20981,20797,20935,3325782.384,158.8623064
1.6737E+12,1/14/2023 12:00,BTC/USD,20727,20974,20588,20915,4710995.707,225.2448342
1.67369E+12,1/14/2023 11:00,BTC/USD,20509,20760,20492,20732,2726603.098,131.5166457
1.67369E+12,1/14/2023 10:00,BTC/USD,20534,20534,20249,20509,3725610.389,181.6573401
1.67369E+12,1/14/2023 9:00,BTC/USD,21017,21018,20316,20540,9896627.02,481.8221529
1.67368E+12,1/14/2023 8:00,BTC/USD,20917,21033,20899,21018,979274.6345,46.59218929
1.67368E+12,1/14/2023 7:00,BTC/USD,20970,20980,20865,20918,2020083.105,96.57152238
1.67368E+12,1/14/2023 6:00,BTC/USD,20850,20987,20850,20976,3610950.678,172.1467715
1.67367E+12,1/14/2023 5:00,BTC/USD,20903,20920,20791,20851,3270448.268,156.8485093
1.67367E+12,1/14/2023 4:00,BTC/USD,20975,21026,20892,20900,2065149.874,98.81099874
1.67367E+12,1/14/2023 3:00,BTC/USD,20951,20993,20796,20976,2572674.916,122.6484991
1.67366E+12,1/14/2023 2:00,BTC/USD,20938,21045,20845,20949,3915519.273,186.9072163
1.67366E+12,1/14/2023 1:00,BTC/USD,20896,21100,20711,20939,6106839.852,291.6490688
1.67365E+12,1/14/2023 0:00,BTC/USD,19935,21378,19897,20897,36908725.72,1766.221262
1.67365E+12,1/13/2023 23:00,BTC/USD,19860,19943,19746,19930,5126536.573,257.2271236
1.67365E+12,1/13/2023 22:00,BTC/USD,19810,20000,19793,19862,6119512.448,308.1015229
1.67364E+12,1/13/2023 21:00,BTC/USD,19473,19907,19393,19809,11784028.05,594.8825305
1.67364E+12,1/13/2023 20:00,BTC/USD,19365,19495,19332,19473,2990583.246,153.5758869
1.67364E+12,1/13/2023 19:00,BTC/USD,19303,19372,19257,19364,638385.8023,32.96766176
1.67363E+12,1/13/2023 18:00,BTC/USD,19257,19383,19257,19302,1003900.996,52.01020599
1.67363E+12,1/13/2023 17:00,BTC/USD,19130,19399,19117,19257,3165565.838,164.3852022
1.67363E+12,1/13/2023 16:00,BTC/USD,19273,19279,19062,19130,5366312.46,280.5181631
1.67362E+12,1/13/2023 15:00,BTC/USD,19009,19342,19006,19274,6738187.52,349.5998506
1.67362E+12,1/13/2023 14:00,BTC/USD,18859,19155,18844,19017,4504741.79,236.8797281
1.67361E+12,1/13/2023 13:00,BTC/USD,18856,18901,18815,18858,1900712.421,100.7907743
1.67361E+12,1/13/2023 12:00,BTC/USD,18921,18932,18819,18855,1068952.534,56.69331921
1.67361E+12,1/13/2023 11:00,BTC/USD,19046,19046,18897,18921,838996.3954,44.3420747
1.6736E+12,1/13/2023 10:00,BTC/USD,18914,19050,18870,19045,2010094.046,105.5444498
1.6736E+12,1/13/2023 9:00,BTC/USD,18843,18936,18843,18914,1919708.434,101.4966921
1.6736E+12,1/13/2023 8:00,BTC/USD,18818,18851,18810,18842,314274.3817,16.67945981
1.67359E+12,1/13/2023 7:00,BTC/USD,18851,18851,18791,18818,359354.1273,19.09629755
1.67359E+12,1/13/2023 6:00,BTC/USD,18786,18855,18785,18852,472507.576,25.06405559
1.67359E+12,1/13/2023 5:00,BTC/USD,18822,18828,18784,18786,236983.4689,12.61489774
1.67358E+12,1/13/2023 4:00,BTC/USD,18877,18877,18823,18823,448330.8298,23.81824522
1.67358E+12,1/13/2023 3:00,BTC/USD,18836,18877,18828,18876,267462.5037,14.16944817
1.67358E+12,1/13/2023 2:00,BTC/USD,18815,18837,18794,18835,252497.9388,13.40578385
1.67357E+12,1/13/2023 1:00,BTC/USD,18780,18819,18756,18814,173971.4219,9.24691304
1.67357E+12,1/13/2023 0:00,BTC/USD,18855,18895,18725,18782,1164358.994,61.99334437
1.67356E+12,1/12/2023 23:00,BTC/USD,18913,18916,18856,18856,2015119.868,106.8688942
1.67356E+12,1/12/2023 22:00,BTC/USD,18834,18934,18785,18917,1909037.149,100.9164851
1.67356E+12,1/12/2023 21:00,BTC/USD,19064,19112,18775,18835,5595288.152,297.0686569
1.67355E+12,1/12/2023 20:00,BTC/USD,18889,19089,18828,19065,1969036.292,103.2801622
1.67355E+12,1/12/2023 19:00,BTC/USD,18803,19046,18771,18887,5353192.104,283.4326311
1.67355E+12,1/12/2023 18:00,BTC/USD,18838,18981,18624,18807,8104652.759,430.9380953
1.67354E+12,1/12/2023 17:00,BTC/USD,18130,18884,18112,18843,10958777.81,581.5834955
1.67354E+12,1/12/2023 16:00,BTC/USD,18090,18135,18055,18130,416899.7052,22.99501959
1.67354E+12,1/12/2023 15:00,BTC/USD,17991,18138,17988,18091,3169383.622,175.1911791
1.67353E+12,1/12/2023 14:00,BTC/USD,18291,18354,17930,17994,9394651.691,522.099127
1.67353E+12,1/12/2023 13:00,BTC/USD,18265,18375,17866,18296,15133789.18,827.163816
1.67352E+12,1/12/2023 12:00,BTC/USD,18202,18268,18175,18264,3008779.768,164.7382703
1.67352E+12,1/12/2023 11:00,BTC/USD,18188,18219,18166,18203,1187480.498,65.23542811
1.67352E+12,1/12/2023 10:00,BTC/USD,18164,18209,18146,18188,915245.1505,50.32137401
1.67351E+12,1/12/2023 9:00,BTC/USD,18144,18171,18128,18165,1883141.051,103.6686513
1.67351E+12,1/12/2023 8:00,BTC/USD,18137,18144,18062,18142,8130762.686,448.1734476
1.67351E+12,1/12/2023 7:00,BTC/USD,18153,18178,18122,18138,729235.5633,40.20484967
1.6735E+12,1/12/2023 6:00,BTC/USD,18085,18162,18085,18153,1405837.166,77.44379255
1.6735E+12,1/12/2023 5:00,BTC/USD,18217,18234,18064,18085,1727608.913,95.52717241
1.6735E+12,1/12/2023 4:00,BTC/USD,18226,18230,18201,18218,338279.271,18.56840877
1.67349E+12,1/12/2023 3:00,BTC/USD,18205,18244,18202,18226,586230.2716,32.16450519
1.67349E+12,1/12/2023 2:00,BTC/USD,18225,18380,18183,18208,2298480.203,126.2346333
1.67349E+12,1/12/2023 1:00,BTC/USD,18270,18288,18145,18233,2588794.343,141.9840039
1.67348E+12,1/12/2023 0:00,BTC/USD,17953,18298,17918,18257,9233138.022,505.7313919
1.67348E+12,1/11/2023 23:00,BTC/USD,17579,18009,17572,17952,8453169.224,470.8761823
1.67347E+12,1/11/2023 22:00,BTC/USD,17567,17610,17530,17579,5796228.874,329.7246075
1.67347E+12,1/11/2023 21:00,BTC/USD,17550,17575,17533,17568,1394211.627,79.36086219
1.67347E+12,1/11/2023 20:00,BTC/USD,17547,17600,17510,17553,2695690.91,153.5743696
1.67346E+12,1/11/2023 19:00,BTC/USD,17482,17552,17480,17546,1641635.404,93.56180349
1.67346E+12,1/11/2023 18:00,BTC/USD,17385,17575,17382,17482,5211764.424,298.1217495
1.67346E+12,1/11/2023 17:00,BTC/USD,17353,17393,17348,17384,248312.1859,14.28394995
1.67345E+12,1/11/2023 16:00,BTC/USD,17332,17367,17322,17352,307710.8478,17.73345135
1.67345E+12,1/11/2023 15:00,BTC/USD,17413,17435,17316,17332,1754075.985,101.2044764
1.67345E+12,1/11/2023 14:00,BTC/USD,17407,17433,17378,17413,731991.7914,42.03708674
1.67344E+12,1/11/2023 13:00,BTC/USD,17423,17433,17378,17407,3703422.489,212.7547819
1.67344E+12,1/11/2023 12:00,BTC/USD,17444,17445,17416,17423,248753.5317,14.27730768
1.67343E+12,1/11/2023 11:00,BTC/USD,17448,17458,17441,17445,87415.37676,5.01091297
1.67343E+12,1/11/2023 10:00,BTC/USD,17453,17465,17447,17447,123363.6024,7.07076302
1.67343E+12,1/11/2023 9:00,BTC/USD,17449,17473,17447,17453,128992.789,7.39086627
1.67342E+12,1/11/2023 8:00,BTC/USD,17454,17454,17417,17450,279995.55,16.04559026
1.67342E+12,1/11/2023 7:00,BTC/USD,17441,17462,17440,17454,398568.1067,22.83534472
